,term,entity_id,text_1,text_2,text_3,text_4,text_5
1057,zigeuners,Q106133380,Voyageurs,"['Woonwagenbewoners', 'Zigeuners']",['Belgische nomadische etnische groep'],"['etnische groep', 'sociale groep']","['Vlamingen', 'Sinti']"
1058,zigeuners,Q50308628,Landschap met jagers bij een groep zigeuners,,['schilderij door Philips Wouwerman'],['schilderij'],[]
1059,zigeuners,Q61863123,Heuvellandschap met ruiters en vissers bij een bruggetje en een groepje zigeuners rond een vuur,,['schilderij door Philips Wouwerman'],['schilderij'],[]
1060,zigeuners,Q5455956,De Vijf en het geheim van de zigeuners,,['boek van Enid Blyton'],['literair werk'],[]
1061,zigeuners,Q64446226,"Landschap met wandelaars en zigeuners bij een dorp, 1624 gedateerd",,['schilderij door Jan van Goyen'],['schilderij'],[]
1062,zigeuners,Q21619572,Zigeuners,,['schilderij van Constant Wauters'],['schilderij'],[]
1063,zigeuners,Q4344708,Monument voor de gedeporteerde zigeuners,['Monument voor de gedeporteerde zigeuners (Beek)'],['Beek'],"['oorlogsmonument', 'sculptuur']",[]
1065,zuid-rhodesië,Q750583,Zuid-Rhodesië,['Zuid-Rhodesie'],['in Afrika gelegen Britse kolonie met zelfbestuur (1923-1980)'],"['kroonkolonie', 'kolonie']",[]
1066,zuid-rhodesië,Q6380582,Kayisa Ndiweni,,politicus uit Zuid-Rhodesië (1913-2010),['mens'],[]
1067,zuid-rhodesië,Q145425,Zuid-Rhodesië op de Olympische Zomerspelen 1928,['Zuid-Rhodesie op de Olympische Zomerspelen 1928'],,['land op de Olympische Spelen'],[]
1068,zuid-rhodesië,Q2448416,Zuid-Rhodesië op de Olympische Zomerspelen 1960,['Zuid-Rhodesie op de Olympische Zomerspelen 1960'],,['land op de Olympische Spelen'],[]
1069,zuid-rhodesië,Q2583467,Zuid-Rhodesië op de Olympische Zomerspelen 1964,['Zuid-Rhodesie op de Olympische Zomerspelen 1964'],,['land op de Olympische Spelen'],[]
1070,zuid-rhodesië,Q8497313,Categorie:Gouverneur van Zuid-Rhodesië,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
1071,zuid-rhodesië,Q1425676,,,politieke partij uit Zuid-Rhodesië,['politieke partij'],[]
1072,zuid-rhodesië,Q41978630,Categorie:VN-resolutie over de weigering van sommige landen om de sancties tegen Zuid-Rhodesië in te stellen,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
1073,zuid-rhodesië,Q83689634,N. H. Wilson,,journalist uit Zuid-Rhodesië (1886-1960),['mens'],[]
1074,zuid-rhodesië,Q18729864,Shabani Primary School,,basisschool in  Zuid-Rhodesië,['basisschool'],[]
1075,zwart,Q1130557,neger,"['negroide ras', 'negers', 'negroïde ras', 'negroide', 'negerinnen', 'nigga', 'negroïde', 'negerin']",historische term voor zwart persoon,['inwonersnaam'],[]
1076,zwart,Q1922956,zwart haar,['zwart (haarkleur)'],['haarkleur'],['menselijke haarkleur'],[]
1078,zwart,Q18434892,Saskia Boelsums,"['Saskia Zwart-Boelsums', 'S. Zwart-Boelsums']",['Nederlands fotografe (1960 – )'],['mens'],[]
1080,zwart,Q4922530,blackamoor,,"beelden van een jonge zwart Afrikaanse persoon, vaak afgebeeld als hoofd of buste",[],['sculptuur']
1081,zwart,Q17339881,Zwart paard door een stalknecht geleid,,['schilderij van anoniem'],['schilderij'],[]
1082,zwart,Q27986404,"Portret van een man met zwart haar, waarschijnlijk Alphons Zeffiri",,['schilderij van Christoph Paudiß'],['schilderij'],[]
1083,zwart,Q2495957,ekster,,vogel met herkenbaar zwart-wit verenkleed,['klasse van organismen bekend onder één bepaalde gemeenschappelijke naam'],[]
1084,zwart,Q114707617,Dame in een badstoel met spelend kindje aan het strand,,schilderij van Willem de Zwart (1862-1931),['schilderij'],[]
1085,zwart,Q114770019,"Portret van een vrouw in het zwart gekleed, met hoed met veren",,['schilderij van Leo Gestel'],['schilderij'],[]
1086,zwart,Q27033618,"Zwart paard met witte bles en witte rechterachtervoet, achtergrond toren Akkrum",,['schilderij van anonieme schilder'],['schilderij'],[]
1087,zwarte,Q817393,zwarten,"['zwarte', 'zwarte mensen']",,['menselijk ras'],['gekleurde']
1089,zwarte,Q28648434,zwarte Ewald,,"['Heilige, broer van witte Ewald']",['mens'],[]
1090,zwarte,Q734967,Georgios Karaiskakis,['Kara-Iskaki  (zwarte Jacob)'],['soldaat uit Griekenland (1782-1827)'],['mens'],[]
1091,zwarte,Q83472612,Allegorie op de smaak met een jonge man in een zwarte jas met een pasglas in de hand,,['schilderij door Petrus Staverenus'],['schilderij'],[]
1092,zwarte,Q107094905,Adam Meyer,"['De Zwarte Hen', 'Adam Meyer']",['boek- en papierverkoper Adam Meyer op de Voorburgwal over de onvolmaakte Tooren in de Zwarte Hen'],['mens'],[]
1094,zwarte,Q49836450,Taferelen uit het leven van de jager: landschap met apen door twee zwarte mannen bespied,,['schilderij door Paulus Potter'],['schilderij'],[]
1095,zwarte,Q1731818,De zwarte man,['Wie is er bang voor de zwarte man?'],['Traditioneel Duits vangspel voor kinderen'],['kinderspel'],[]
1097,zwarte,Q114770054,Vrouw met hoed en zwarte mantel,,['schilderij van Leo Gestel'],['schilderij'],[]
1098,zwarte,Q31083,Wilma Rudolph,"['Wilma Glodean Rudolph', 'Zwarte gazelle']",['Amerikaans sprintster (1940-1994)'],['mens'],[]
1099,zwarte,Q5976,Zwarte dwerg,,,['hypothetisch hemellichaam'],['witte dwerg']
1100,zwarten,Q817393,zwarten,"['zwarte', 'zwarte mensen']",,['menselijk ras'],['gekleurde']
1101,zwarten,Q59621283,Land van de Zwarten,,['dorp'],['dorp'],[]
1102,zwarten,Q3342759,Zwarten in Nazi-Duitsland,,,[],"['vervolging', 'racisme']"
1103,zwarten,Q110541173,Zonder titel (die zwarten en blanken),,['collage van Jef Diederen uit 1943'],['collage'],[]
1104,zwarten,Q548465,chemisch zwarten,,,['proces'],[]
1105,zwarten,Q209703,Soedan,"['Bilâd as-sûdân', 'Bilad el-Sudan', 'Bilad el-Soedan', 'Bilad-al-Soedan', 'Bilad as-sudan', 'De Soedan', 'Land van de zwarten', 'Bilad as sudan', 'Bilad al-Sudan']",['regio'],['regio'],[]
1106,zwarten,Q743223,Roots: Wij zwarten,,['boek van Alex Haley'],['literair werk'],[]
1107,zwarts,Q1770841,Regulus Zwarts,"['R.A.B.', 'Regulus Arcturus Zwarts']",['personage uit Harry Potter'],"['tovenaar in de wereld van Harry Potter', 'personage uit literatuur', 'fictief mens']",[]
1109,zwarts,Q1263791,Firminus Nigellus Zwarts,"['Firminus Nigellus', 'Firminus Zwarts']",['personage uit Harry Potter'],"['tovenaar in de wereld van Harry Potter', 'personage uit literatuur']",[]
1111,zwarts,Q3278614,Andromeda Tops,"['Andromeda Zwarts', 'Andromeda Tops-Zwarts']",['personage uit Harry Potter'],"['tovenaar in de wereld van Harry Potter', 'personage uit literatuur']",[]
1113,zwarts,Q1250338,Narcissa Malfidus,"['Narcissa Zwarts', 'Narcissa Malfidus-Zwarts']",['personage uit Harry Potter'],"['tovenaar in de wereld van Harry Potter', 'personage uit literatuur', 'personage uit film']",[]
1115,zwarts,Q804258,Familie Zwarts,['Zwarts'],['personage uit Harry Potter'],['familie uit de Harry Potter-cyclus'],[]
1117,zwarts,Q713701,Sirius Zwarts,"['Sirius Black', 'Sluipvoet', 'Sirius Swarts']",['personage uit Harry Potter'],"['Faunaat', 'tovenaar in de wereld van Harry Potter', 'personage uit literatuur', 'personage uit film']",[]
1118,zwarts,Q1057918,Bellatrix van Detta,"['Bellatrix Zwarts', 'Bellatrix Van Detta-Zwarts']",['personage uit Harry Potter'],"['tovenaar in de wereld van Harry Potter', 'personage uit literatuur', 'personage uit film']",[]
1120,zwarts,Q16856359,Zwarts,,['achternaam'],"['familienaam', 'Übername']",[]
1121,zwarts,Q42496007,,,boek van Leo Zwarts,['literair werk'],[]
1122,zwarts,Q113340868,portret Jacob Zwarts,,['schilderij van Hendrik Johannes Schellevis (1913-2011)'],['schilderij'],[]
