,term,entity_id,text_1,text_2,text_3,text_4,text_5
571,kaukasisch,Q2096913,Rev I van Iberië,['Rev I de Juiste'],monarch uit Kaukasisch Iberië (?-216),['mens'],[]
572,kaukasisch,Q177076,Kaukasisch Albanië,,['historisch land'],"['historisch land', 'satrapie']",[]
573,kaukasisch,Q1280770,Armazi,,nederzetting in Kaukasisch Iberië,['woonplaats'],[]
574,kaukasisch,Q58826,Kaukasisch Emiraat,"['Kaukasus Emiraat', 'Kaukasusisch Emiraat']",,['terroristische organisatie'],[]
575,kaukasisch,Q171795,Abchaziërs,['Abchazen'],Noord-Kaukasisch volk,"['volk', 'etnische groep']",[]
576,kaukasisch,Q3313083,Mihrdat IV of Iberia,"[""Mitridates IV d'Ibèria""]",monarch uit Kaukasisch Iberië,['mens'],[]
577,kaukasisch,Q2747323,Mihrdat V of Iberia,"[""Mitridates V d'Ibèria""]",monarch uit Kaukasisch Iberië (?-447),['mens'],[]
578,kaukasische,Q7129609,Kaukasisch ras,['Kaukasische ras'],['antropologische term'],['menselijk ras'],['mens']
579,kaukasische,Q5602078,Kaukasische Grieken,,,['geïsoleerde groep mensen'],[]
580,kaukasische,Q169921,Kaukasische talen,"['Kaukazische talen', 'Kaukasische taal']",['taalfamilie'],['taalfamilie'],['menselijke taal']
582,kaukasische,Q2528872,Kaukasische wisent,,['ondersoort uit de soort wisent'],['uitgestorven taxon'],[]
583,kaukasische,Q55354560,Kaukasische volkeren,,['tentoonstelling'],['tijdelijke tentoonstelling'],[]
584,kaukasische,Q38576,Kaukasische owcharka,,['hondenras'],['hondenras'],[]
585,kaukasische,Q2088141,Kaukasisch Imamaat,"['Kaukasische imamaat', 'Kaukasische lmamaat']",,"['staat', 'historisch land']",[]
587,kaukasische,Q330756,Transkaukasische Federatieve Republiek,"['Trans-Kaukasische Federatieve Democratische Republiek', 'Trans-Kaukasische Federatieve Republiek', 'Kaukasische Federatie', 'Trans-Kaukasische Federatie', 'Transkaukasische Federatie']",,['niet-erkende staat'],[]
591,kaukasische,Q42432142,Kaukasische Vleugelnoot (Pterocarya fraxinifolia),,"['opmerkelijke boom in Jette, België']",['bijzondere boom'],[]
592,kaukasische,Q1968519,Kaukasische Inheemse Cavaleriedivisie,,"['Bekende Kaukasische cavaleriedivisie, beter bekend als de ""Wilde Divisie""']",['divisie'],[]
594,knecht,Q1237356,knecht,"['Meesterknecht', 'Gregario', 'Superknecht']",['wielrennen'],[],[]
595,knecht,Q57509271,"Arlecchino, knecht zonder meesters (1997-1998)",,['podiumkunstenproductie'],['theaterproductie'],[]
596,knecht,Q113974055,Sammlung Knecht,,,['kunstverzameling'],[]
597,knecht,Q57507224,"Meneer, de knecht en fatalist (1994-1995)",,['podiumkunstenproductie'],['theaterproductie'],[]
598,knecht,Q17275857,Hopman Ulrich of de bedrogen gierigheid: Godefroy en zijn knecht verjagen in vermomminghopman Ulrich,,['pastel van Cornelis Troost'],['pastel'],[]
599,knecht,Q5060555,boerenknecht,"['knecht', 'landarbeider']",['beroep'],['beroep'],"['arbeider', 'landarbeider']"
600,knecht,Q108839849,Helen Drenth,"['Helen M. Drenth', 'Helen M. Drenth-Knecht', 'Helen Drenth-Knecht']",['Nederlands kunstverzamelaar (1935)'],['mens'],[]
602,knecht,Q2487928,Belindor en zijn knecht,,['hoorspel van Peter van Gestel'],['hoorspel'],[]
603,knecht,Q114719888,"Rokende mannen in een schuur, met een officier en een knecht op de voorgrond",,['schilderij van Simon Kick'],['schilderij'],[]
604,knecht,Q108839781,Collectie Knecht-Drenth,,['kunstwerken verzameld door het echtpaar Helen Drenth en Tijmen Knecht'],['kunstverzameling'],[]
606,knechten,Q83363195,Knechten,,['achternaam'],['familienaam'],[]
607,knechten,Q1219981,De twaalf luie knechten,,['literair werk'],"['literair werk', 'sprookje']",[]
608,knechten,Q27010685,"Portret van moeders, knechten en kinderen van het Leprooshuis in Rotterdam",,['schilderij van Pieter Hoevenaar'],['schilderij'],[]
609,knechten,Q90374296,Zwarte Knechten,,"['deel van de stad Utrecht, Nederland']",['buurt of wijk'],[]
610,knechts,Q83495920,Knechts,,['achternaam'],['familienaam'],[]
611,knechts,Q1219428,De zes dienaren,"['De Zes Dienaren', 'De zes getrouwe knechts']",['sprookje'],['sprookje'],[]
612,knechts,Q30661067,Großer Knechts-Berg,,"['heuvel in Noordrijn-Westfalen, Duitsland']",['heuvel'],[]
613,knechts,Q31340448,Kleiner Knechts-Berg,,"['heuvel in Noordrijn-Westfalen, Duitsland']",['heuvel'],[]
614,knechts,Q31337297,Knechts-Berge,,['heuvel in Duitsland'],['heuvelgroep'],[]
615,knechts,Q101208187,De zes getrouwe knechts,,['Nederlandse vertaling uit 1870'],"['editie, versie of vertaling']",[]
616,koelie,Q548135,koelie,,['ongeschoolde arbeiders voor zwaar handwerk afkomstig uit Azië'],['bezigheid'],['medewerker']
617,koelies,Q104680922,"De miljoenen uit Deli, koelies en planters op de tabaksplantages op Oost-Sumatra rond 1900",,,['tijdelijke tentoonstelling'],[]
618,lagelonenland,Q2639564,lagelonenland,,,[],['land']
619,lilliputter,Q2419953,dwerg,['lilliputter'],['informele term voor een mens met dwerggroei'],[],['mens']
620,lilliputter,Q110301126,Kunstaardewerkfabriek De Lilliputter,['De Lilliputter'],,['keramiekfabriek'],[]
622,madras,Q1352,Chennai,['Madras'],['hoofdstad van de Indiase deelstaat Tamil Nadu'],"['stad', 'grote stad', 'miljoenenstad', 'cluster']",[]
623,madras,Q6728464,"Madras, Mpumalanga",,['stad in Zuid-Afrika'],['town'],[]
624,madras,Q3534941,Koyambedu,,"buitenwijk in Madras, India",['buitenwijk'],[]
625,madras,Q3537400,,,"buitenwijk in Madras, India",['buitenwijk'],[]
626,madras,Q6932073,,,"buitenwijk in Madras, India",['buitenwijk'],[]
627,madras,Q3133187,,,"buitenwijk in Madras, India",['buitenwijk'],[]
628,madras,Q5148870,,,"buitenwijk in Madras, India",['buitenwijk'],[]
629,madras,Q3530475,,,"buitenwijk in Madras, India",['buitenwijk'],[]
630,madras,Q4746424,Aminjikarai,,"wijk in Madras, India",['buurt of wijk'],[]
631,madras,Q4738370,Alwarthirunagar,,"wijk in Madras, India",['buurt of wijk'],[]
632,marron,Q16735433,Javier Marrón Jiménez,['Javier Marron Jimenez'],['Spaans taekwondoatleet'],['mens'],[]
633,marron,Q1709371,José Luis Vallarta Marrón,['Jose Luis Vallarta Marron'],,['mens'],[]
634,marron,Q108960293,Marron Vrouwen Netwerk,,['Surinaamse organisatie'],['organisatie'],[]
635,marron,Q6773021,Marron Valley,,['nederzetting in Canada'],['bevolkte plaats'],[]
636,marron,Q110347727,,,"begraafplaats in Yvoy-le-Marron, Frankrijk",['begraafplaats'],[]
637,marron,Q107414578,Tuka,,marron dans- en muziekstijl in Suriname,"['muziekgenre', 'danstype']",['dans']
638,marron,Q49053544,Mount Marron,,['berg in Verenigde Staten van Amerika'],['berg'],[]
639,marron,Q15242149,Le Marron,,"['restaurant in Heumen, Nederland']",['restaurant'],[]
640,marron,Q1169653,Yvoy-le-Marron,,['gemeente in Frankrijk'],['Franse gemeente'],[]
641,marron,Q111601897,Saamaka Marron Museum,,['museum in Suriname'],['museum'],[]
642,marrons,Q445485,marrons,"['maroon', 'boslandcreool', 'bosneger', 'marons', 'bosnegers']","['gevluchte Afrikaanse slaven in Zuid-Amerika, en hun nakomelingen']","['etnische groep', 'groep mensen', 'woordenboekpagina op Wikipedia']",[]
643,marrons,Q1903204,Marrons van Suriname,,['Suriname'],['etnische groep'],['marrons']
644,marrons,Q13747796,grondenrechten van de inheemsen en marrons in Suriname,,,['recht'],[]
645,marrons,Q14632167,Inwijdingsrituelen van Surinaamse Marrons,,,['aspect van een geografische regio'],[]
646,marrons,Q3346785,Nèg' Marrons,,['muziekgroep uit Frankrijk'],['muziekgroep'],[]
647,marrons,Q2448992,granman,['gaanman'],Surinaams opperhoofd bij marrons en inheemsen,['titel'],[]
648,marrons,Q59596764,Philip Samuel Stoelman,,als burgerkapitein betrokken bij de opsporing van de Marrons in Suriname,['mens'],[]
649,marrons,Q111030552,Emanuel Jacobi,,Surinaams marrons leider,['mens'],[]
650,marrons,Q3233727,Les Marrons,,['boek van Louis Timagène Houat'],['geschreven werk'],[]
651,marrons,Q23755307,Morne Negres Marrons,,['berg in Dominica'],['berg'],[]
652,medicijnman,Q42042,sjamanisme,"['medicijnman', 'sjamanen', 'shamanisme']",,['religie'],[]
653,medicijnman,Q266750,medicijnman,,,['beroep'],"['genezer', 'religieus leider']"
654,medicijnman,Q28106968,Medicijnman,,['schilderij van J. Vreugdenhil'],['schilderij'],[]
655,medicijnman,Q13430620,Arts en medicijnman,,,['tijdelijke tentoonstelling'],[]
656,medicijnman,Q77046403,Josie Billie,,Amerikaans medicijnman (1887-1980),['mens'],[]
657,medicijnman,Q110368731,Staf medicijnman,,['staf van een onbekende kunstenaar'],['kunstwerk'],[]
658,medicijnman,Q26822103,Sword Bearer,,medicijnman,['mens'],[]
659,medicijnman,Q110368077,Stoeltje medicijnman,,['stoel van een onbekende kunstenaar'],['kunstwerk'],[]
660,medicijnman,Q436655,Black Elk,,medicijnman,['mens'],[]
661,mesties,Q106713,Mesties,['Mestiezen'],['term om een \u200b\u200bpersoon aan te duiden met Iberisch en inheems Amerikaans bloed'],['Casta'],[]
662,mesties,Q110055515,"Spanjaard en mesties, kasteschilderij",,['schilderij van Miguel Cabrera'],['schilderij'],[]
663,mestiezen,Q106713,Mesties,['Mestiezen'],['term om een \u200b\u200bpersoon aan te duiden met Iberisch en inheems Amerikaans bloed'],['Casta'],[]
664,metis,Q89197458,Friskolan Metis,,"['Zweedse schooleenheid in Skara, Zweden']",['Zweedse school-eenheid'],[]
665,metis,Q62033842,Bureau Vrouwenhulpverlening Nederland Metis,,['Nederlandse vrouwen- of meisjesorganisatie'],['organisatie'],[]
666,metis,Q89903220,Friskolan Metis,,"['basisschool in  Skara, Zweden']",['basisschool'],[]
667,metis,Q22699415,Metis Island,,['eiland in  Canada'],['eiland'],[]
668,metis,Q190565,Metis,,['mythologie'],"['Oceaniden', 'watergod']",[]
669,metis,Q744116,Metiș,['Metis'],"['dorp in Mihăileni, Roemenië']",['dorp'],[]
670,metis,Q2994146,Metis Shoal,,['eiland in  Tonga'],['eiland'],[]
671,metis,Q22934024,Metis Mons,,,['Mons (planetaire geologie)'],[]
672,metis,Q24872890,Ake Metis,,['watergang in  Indonesië'],"['watergang', 'rivier']",[]
673,metis,Q106120024,Metis,,['achternaam'],['familienaam'],[]
674,mohammedaan,Q47740,moslim,"['Mohameddanen', 'Mohammedaan', 'Moeslim', 'Mohammedanen', 'Moslima', 'Islamieten', 'Islamiet', 'Moslem', 'Moslims']",['aanhanger van de Islam'],['religieuze identiteit'],[]
675,mohammedanen,Q47740,moslim,"['Mohameddanen', 'Mohammedaan', 'Moeslim', 'Mohammedanen', 'Moslima', 'Islamieten', 'Islamiet', 'Moslem', 'Moslims']",['aanhanger van de Islam'],['religieuze identiteit'],[]
676,mohammedanen,Q114708177,Mohammedanen gaan een moskee binnen,,['schilderij van Adolphe Monticelli'],['schilderij'],[]
677,mongolen,Q41975,Mongolen,"['Moghullen', 'Mongoolse afkomst', 'Mongoolse']",['etnische groep'],['etnische groep'],[]
678,mongolen,Q469930,De geheime geschiedenis van de Mongolen,,['literair werk'],['literair werk'],[]
679,mongolen,Q689831,Oirat-Mongolen,"['Oirot', 'Oirot-Mongolen']",['etnische groep'],['etnische groep'],['Mongolen']
681,mongolen,Q26235,Chahar-Mongolen,,['etnische groep'],['etnische groep'],[]
682,mongolen,Q1740683,Khoshut-Mongolen,"['Khoshut', 'Khoshuud', 'Qosot']",['etnische groep'],['etnische groep'],['Oirat-Mongolen']
683,mongolen,Q842323,Khalkha-Mongolen,,['etnische groep'],['etnische groep'],[]
684,mongolen,Q106027237,Mongolen,,['burgers of inwoners van Mongolië'],['bevolking'],"['Oost-Aziaten', 'inwoner', 'natie']"
685,mongolen,Q22039392,"Etnische typen, Hunnen, Goten en Mongolen",,['tekening van Nicaise De Keyser'],['tekening'],[]
686,mongolen,Q57512919,De Mongolen zijn de Beste (2006-2007),,['podiumkunstenproductie'],['theaterproductie'],[]
687,mongolen,Q2113434,Mongolen in Nederland,,,[],['Mongolen']
688,mongool,Q372172,Marxistisch-Leninistische Partij van Nederland,['Project Mongool'],['politieke partij uit Nederland'],"['politieke partij', 'mantelorganisatie']",[]
689,mongools,Q6399808,Chalcha-Mongools,,,"['dialect', 'taal', 'levende taal']",['Mongools']
690,mongools,Q1055705,traditional Mongolian alphabet,"['Mongools alfabet', 'Mongools schrift']",['originele alfabet van de Mongoolse taal'],"['alfabet', 'natuurlijk schrift', 'alfabet zonder kapitalen', 'alfabetisch schrift']",[]
692,mongools,Q207912,mongools ras,"['mongoloïde ras', 'Mongolide']",,['etnische groep'],[]
693,mongools,Q9246,Mongools,,['taal'],"['taal', 'macrotaal', 'levende taal']",['Mongoolse talen']
694,mongools,Q484195,Timoeriden,['Timoeridenrijk'],"Turks-Mongools, Centraal-Aziatische soennitische dynastie","['wereldrijk', 'historisch land']",[]
695,mongools,Q30566209,Categorie:Zelfstandig naamwoord in het Mongools,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
696,mongools,Q31100180,Categorie:Bijvoeglijk naamwoord in het Mongools,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
697,mongools,Q31837099,Categorie:Taal in het Mongools,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
698,mongools,Q33125266,Categorie:Woorden in het Mongools met IPA-weergave,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
699,mongools,Q32854907,Categorie:Wetenschap in het Mongools,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
700,moor,Q169260,Moren,"['Moorse', 'Spaanse Arabieren', 'Moor']","['Islamitische bevolking die tijdens de middeleeuwen op het Iberisch schiereiland, in de Maghreb, Sicilië, Sardinië, Corsica en Malta woonde']",['etnische groep'],[]
701,moor,Q6908024,Moor Allerton,,['nederzetting in Verenigd Koninkrijk'],['buitenwijk'],[]
702,moor,Q889885,Bodmin Moor,,"['natuurgebied in Cornwall, Verenigd Koninkrijk']","['beschermd gebied', 'hoogveen', 'bergmassief']",[]
703,moor,Q55594749,Bottom o' th' Moor,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[]
704,moor,Q7855578,Turlin Moor,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[]
705,moor,Q5188069,Crosland Moor,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[]
706,moor,Q4849340,Bakestone Moor,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[]
707,moor,Q5643661,Halton Moor,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[]
708,moor,Q28406634,Harden Moor,,['berg in Verenigd Koninkrijk'],['berg'],[]
709,moor,Q4954721,Bradford Moor,,['nederzetting in Verenigd Koninkrijk'],[],[]
710,moors,Q2975959,Solihull Moors FC,,['voetbalclub uit Verenigd Koninkrijk'],['voetbalclub'],[]
711,moors,Q26442182,,,"woonhuis in Appleton-le-Moors, Verenigd Koninkrijk",['woonhuis'],[]
712,moors,Q26423657,,,"woonhuis in Thornton-le-Moors, Verenigd Koninkrijk",['woonhuis'],[]
713,moors,Q26468306,,,"woonhuis in Appleton-le-Moors, Verenigd Koninkrijk",['woonhuis'],[]
714,moors,Q26442186,,,"woonhuis in Appleton-le-Moors, Verenigd Koninkrijk",['woonhuis'],[]
715,moors,Q26442181,,,"woonhuis in Appleton-le-Moors, Verenigd Koninkrijk",['woonhuis'],[]
716,moors,Q26423659,,,"woonhuis in Thornton-le-Moors, Verenigd Koninkrijk",['woonhuis'],[]
717,moors,Q26602258,,,"cottage in Appleton-le-Moors, Verenigd Koninkrijk",['cottage'],[]
718,moors,Q41487051,,,"bioscoop in Clayton-le-Moors, Verenigd Koninkrijk",['bioscoop'],[]
719,moors,Q41487061,,,"bioscoop in Clayton-le-Moors, Verenigd Koninkrijk",['bioscoop'],[]
720,moren,Q169260,Moren,"['Moorse', 'Spaanse Arabieren', 'Moor']","['Islamitische bevolking die tijdens de middeleeuwen op het Iberisch schiereiland, in de Maghreb, Sicilië, Sardinië, Corsica en Malta woonde']",['etnische groep'],[]
721,moren,Q2636673,aljama,,stad exclusief bezet door Moren of Joden of wijk van de christelijke stad bezet door deze etnische groepen in de Middeleeuwen,['woonplaats'],['migrantenwijk']
722,moren,Q208176,Morisken,"[""Morisco's""]",de Moren die na de inneming van Granada in 1492 niet uitweken en (in schijn) christen werden,['etnische groep'],['New Christian']
723,moren,Q4968092,Sol Morén,['Sol Moren'],['Zweeds kunstenares'],['mens'],[]
724,moren,Q106715927,Gezegend Juan de Ribera bij de verdrijving van de Moren,,['schilderij van Francisco Domingo Marqués'],['schilderij'],[]
725,moren,Q19587649,Heilige Drie Moren,,,['sociale groep'],[]
726,moren,Q782864,Moren en christenen,['Moros y cristianos'],,[],['feest- of gedenkdag']
727,moren,Q114720574,Zuidelijk havengezicht met een obelisk met de vier moren van Livorno,,['schilderij van Abraham Storck'],['schilderij'],[]
728,moren,Q17276026,Twee moren,"['Twee negers', 'Twee Afrikaanse mannen']",['schilderij van Rembrandt'],['schilderij'],[]
729,moren,Q16945395,Jonathan Morén,['Jonathan Moren'],['Zweeds vertaler'],['mens'],[]
730,mulat,Q191923,Mulat,"['Mulattin', 'Mulatten']",,[],['mens']
731,mulat,Q12507523,R. A. Srimulat,"['R. A. Sri Mulat', 'Raden Ayu Srimulat', 'Raden Adjeng Srimoelat']",,['mens'],[]
732,mulat,Q17818600,De 'Mulat',['Peeckelhaering'],['schilderij van Frans Hals'],['schilderij'],[]
733,mulat,Q37166214,Mulat,,['achternaam'],['familienaam'],[]
734,mulat,Q61943801,"Portret van een mulat, 1641-1643",,['schilderij door Albert Eckhout'],['schilderij'],[]
735,mulat,Q12514058,Seungko Mulat,,['plaats in Atjeh'],['gampong'],[]
736,mulat,Q25768181,Mulat,,"['desa in Bukal, Indonesië']",['desa'],[]
737,mulat,Q31638202,Monte Mulat,,['berg in Italië'],['berg'],[]
738,mulatten,Q191923,Mulat,"['Mulattin', 'Mulatten']",,[],['mens']
739,mulatten,Q57340574,Corps Vrije Mulatten en Neegers,,,['legerkorps'],[]
740,métis,Q262457,Métis,,['etnische groep'],['etnische groep'],['inheemse bevolking']
741,métis,Q110068902,Metissen,['Métis'],['gemengde Congolese-Belgische etnische groep'],['etnische groep'],"['Belgen', 'Congolezen']"
742,métis,Q5515604,,,"academisch instituut Métis in Saskatchewan, Canada",['academische instelling'],[]
743,métis,Q482176,Adalbert van Metz gróf,['Adalberto I de Métis'],,['mens'],[]
744,métis,Q55138086,36 Street E/Métis Trail,,"['straat in Calgary, Canada']",['straat'],[]
745,métis,Q141618,Métis-sur-Mer,,,['stad'],[]
746,métis,Q16510431,pont Arthur-Bergeron,,"brug in Grand-Métis, Canada",['brug'],[]
747,métis,Q3113451,Grand-Métis,,,[],[]
748,métis,Q431487,Saint-Octave-de-Métis,,,[],[]
749,neger,Q1130557,neger,"['negroide ras', 'negers', 'negroïde ras', 'negroide', 'negerinnen', 'nigga', 'negroïde', 'negerin']",['historische term voor zwart persoon'],['inwonersnaam'],[]
750,neger,Q18574018,Zwarte man met vogels en apen,['Neger met papegaaien en apen'],['schilderij van David Klöcker Ehrenstrahl'],['schilderij'],[]
751,neger,Q21280574,Portret van een jonge vrouw kijkend in een door een neger omhoog gehouden spiegel,,['schilderij van Philips Koninck'],['schilderij'],[]
752,neger,Q57507811,"Robinson Crusoë, de vrouw en de neger (2005-2006)",,['podiumkunstenproductie'],['theaterproductie'],[]
753,neger,Q28060300,Portret van een jager met neger en honden,,['schilderij van W. Eversdijck'],['schilderij'],[]
754,neger,Q55056867,der Neger,,['opera-personage uit Angélique'],"['opera-personage', 'fictief mens']",[]
755,neger,Q61857058,Neger,,['schilderij van Wilm Wouters'],['schilderij'],[]
756,neger,Q2196236,De neger van de Narcissus,,['hoorspel uit Nederland'],['hoorspel'],[]
757,neger,Q2509721,De neger,,['hoorspel uit Nederland'],['hoorspel'],[]
758,neger,Q364455,Bas Bron,"['Neger des Heils', 'Bastian', 'Seymour Bits']",['Nederlands zanger'],['mens'],[]
759,negers,Q1130557,neger,"['negroide ras', 'negers', 'negroïde ras', 'negroide', 'negerinnen', 'nigga', 'negroïde', 'negerin']",['historische term voor zwart persoon'],['inwonersnaam'],[]
760,negers,Q17276026,Twee moren,"['Twee negers', 'Twee Afrikaanse mannen']",['schilderij van Rembrandt'],['schilderij'],[]
761,negers,Q57510667,De Negers (2004-2005),,['podiumkunstenproductie'],['theaterproductie'],[]
762,negers,Q86525715,Kortbondige beschryvinge van de Colonie de Berbice etc. Verrykt met merkwaardige berichten wegens de onlangs ontstaane en nog aanhoudende opstandt door de Negers etc.,,['publicatie uit Suriname'],['publicatie'],[]
763,negers,Q110729459,Twee musicerende negers,,['linosnede van Marianne van der Heijden uit 1950'],['linoleumafdruk'],[]
764,ontdekken,Q22988142,Nathan Wolfe: Wat valt er nog te ontdekken?,,,['TED-hoorcollege'],[]
765,ontdekken,Q23419078,Aomawa Shields: Hoe we buitenaards leven kunnen ontdekken,,,['TED-hoorcollege'],[]
766,ontdekken,Q23663987,Chieko Asakawa: Hoe nieuwe technologie blinde mensen de wereld helpt ontdekken,,,['TED talk'],[]
767,ontdekken,Q22990325,Jeremy Kasdin: Het bloemvormige sterrenscherm dat ons Aarde-achtige planeten laat ontdekken,,,['TED-hoorcollege'],[]
768,ontdekken,Q1646902,plagiaatval,,met opzet toegevoegde nepgegevens om plagiaat te ontdekken,[],['fictief artikel']
769,ontdekken,Q28061580,Diana en haar nimfen ontdekken de zwangerschap van Callisto,['Diana ontdekt de zwangerschap van Callisto'],['schilderij van Hendrick Goltzius (omgeving)'],['schilderij'],[]
770,ontdekken,Q29846151,De dochters van Cecrops ontdekken Eurichtonius,,['schilderij van Moyses van Wtenbrouck'],['schilderij'],[]
771,ontdekken,Q28061716,Diana en haar nimfen ontdekken de zwangerschap van Callisto,,['schilderij van P.P. onbekend;; Rubens'],['schilderij'],[]
772,ontdekken,Q22999171,Lucianne Walkowicz: planeten ontdekken rond andere sterren,,,['TED Global talk'],[]
773,ontdekken,Q115491360,"De dochters van Cekrops ontdekken Erechtonius (Ovidius,",,['schilderij van Gerard de Lairesse'],['schilderij'],[]
774,ontwikkelingsland,Q177323,ontwikkelingsland,"['ontwikkelingslanden', 'derdewereldland']",,"['regio', 'geografische locatie']",['land']
775,ontwikkelingsland,Q4966238,,,privéschool in ontwikkelingsland,"['privéschool', 'bedrijf', 'onderwijs met winstoogmerk', 'onderneming']",[]
776,ontwikkelingslanden,Q177323,ontwikkelingsland,"['ontwikkelingslanden', 'derdewereldland']",,"['regio', 'geografische locatie']",['land']
777,ontwikkelingslanden,Q16765325,FMO,['Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden'],,['bedrijf'],[]
778,ontwikkelingslanden,Q2180237,Centrum tot Bevordering van de Import uit ontwikkelingslanden,['CBI'],,['overheidsagentschap'],[]
779,ontwikkelingslanden,Q47486214,ATOL,['Aangepaste Technologie in Ontwikkelingslanden'],,['niet-gouvernementele organisatie'],[]
780,ontwikkelingslanden,Q865909,ontwikkelingssamenwerking,['ontwikkelingshulp'],"programma's ter verbetering van de politieke, economische en sociale situatie in de ontwikkelingslanden","['beleid', 'economische activiteit']","['aid', 'politiek', 'internationale samenwerking']"
781,ontwikkelingslanden,Q352378,VN-Adaptatiefonds,"['Adaptatiefonds', 'Adaptation Fund']",organisatie voor financiering van klimaatvriendelijke projecten in ontwikkelingslanden,['internationale organisatie'],[]
782,ontwikkelingslanden,Q7937037,Vitens-Evides International,,Nederlandse non-profit organisatie voor schoon drinkwater in ontwikkelingslanden,['non-profitorganisatie'],[]
783,ontwikkelingslanden,Q75042240,Chr.J.L. Bertholet,,"lector algemene sociologie, in het bijzonder de sociologie van de ontwikkelingslanden Tilburg",['mens'],[]
784,ontwikkelingslanden,Q71163421,Hans Janssen,['L.H. Janssen'],hoogleraar economie van de ontwikkelingslanden Tilburg (1946),['mens'],[]
785,page,Q855855,page,,['jonge bediende'],"['historisch beroep', 'adellijke titel']",['huishoudelijke hulp']
786,page,Q965204,Handley Page,,['bedrijf uit Verenigd Koninkrijk'],[],[]
787,page,Q1585447,Harlan Kelsey,['Harlan Page Kelsey'],['Amerikaans tuin- en landschapsarchitect (1872-1958)'],['mens'],[]
788,page,Q13563379,Page,,['achternaam'],"['familienaam', 'beroepsnaam']",[]
789,page,Q30584377,Le Page,,['achternaam'],"['familienaam', 'familienaam met toevoeging']",[]
790,page,Q233962,Elaine Paige,['Elaine Page'],['Brits actrice'],['mens'],[]
791,page,Q111288,Ilse Pagé,"['Ilse Page', 'Ilse Hinniger']",['Duits actrice'],['mens'],[]
792,page,Q15471528,Page,['Page (voornaam)'],['voornaam'],['voornaam'],[]
794,page,Q2959432,Charles Jadoul,"['Pat S. Pace', 'Cary Page']",['Frans striptekenaar (1930-1996)'],['mens'],[]
795,page,Q5647512,Handley Page Transport,,,['luchtvaartmaatschappij'],[]
796,pages,Q556018,Battus,,geslacht uit het familie pages (Papilionidae),['fossiel taxon'],[]
797,pages,Q944818,Parides,,geslacht uit de familie pages,['monotypisch taxon'],[]
798,pages,Q9053105,Oriol Regàs i Pagès,['Oriol Regas i Pages'],['Spaans ondernemer (1936-2011)'],['mens'],[]
799,pages,Q786613,Salvador Casañas y Pagés,['Salvador Casanas y Pages'],['Spaans priester (1834-1908)'],['mens'],[]
800,pages,Q1891649,Manuel Pagès i Mercader,['Manuel Pages i Mercader'],['Spaans politicus (1883-1968)'],['mens'],[]
801,pages,Q27033121,Groepsportret van vier prinsen van Nassau met pages,,['schilderij van anonieme schilder'],['schilderij'],[]
802,pages,Q11919228,Emília Xargay i Pagès,['Emilia Xargay i Pages'],['Spaans kunstschilderes (1927-2002)'],['mens'],[]
803,pages,Q16163906,Trinitat Aldrich i de Pagès,"['Trinitat Aldrich i de Pages', 'Trinidad Aldrich de Pagés']",['Spaans dichteres (1863-1939)'],['mens'],[]
804,pages,Q4925129,Blank Pages,,['lied van Patricia Conroy'],['muzikaal werk/compositie'],[]
805,pages,Q19301324,Narcís Pagès i Prats,['Narcis Pages i Prats'],['politicus uit Ierland (?-1887)'],['mens'],[]
806,politionele actie,Q3309962,politionele actie,,['militaire actie waarvoor geen oorlogsverklaring nodig is'],[],['militaire operatie']
807,politionele actie,Q35200609,Pré-Politionele Actie in Palembang,['Pre-Politionele Actie in Palembang'],,['veldslag'],[]
809,politionele acties,Q278039,Politionele acties,,['Twee grote militaire offensieven tijdens de Nederlands-Indonesische Oorlogen'],['oorlogsfront'],[]
810,primitief,Q110734758,primitief leven,,['pasteltekening van Marianne van der Heijden uit 1995'],['kunstwerk'],[]
811,primitief,Q1937269,Plesiomorfie,"['Primitief kenmerk', 'Primitief']",,[],[]
813,primitief,Q2242450,primitief kubisch,,,[],['rooster']
814,primitief,Q323034,gemak,"['poepdoos', 'kakdoos', 'plonsplee']","primitief toilet in een kasteel, houten bank met een gat erin",[],"['kamer', 'toilet']"
815,primitief,Q1570472,Primitief recursieve functie,,,[],['wiskundige functie']
816,primitief,Q17306755,Door een primitief lijstje afgesloten achtergevel,['rijksmonumentnummer 5574'],['Rijksmonument op Spuistraat bij 41'],['gebouw'],[]
817,primitief,Q190087,gegevenstype,"['datatype', 'primitief type']",,['soort eigenschap'],['type']
818,primitief,Q3320030,Primitief Iers,,['taal'],"['taal', 'oude talen']",['Goidelisch']
819,primitief,Q42431449,Site van het primitief dorp Oudergem,,"['verdwenen dorp in Oudergem, België']","['archeologische vindplaats', 'dorp']",[]
