,lemma,term,hit_id,bow,cs_rm,cs_wm,cs_rm_wm
641,gay,gay,eng-30-10182913-n,"['geïnverteerde', 'homoseksueel', 'bruinwerker', 'persoon', 'reetkever', 'poten', 'sodemiet', 'nicht', 'homofiel', 'sodemieter', 'gay', 'holtor', 'mietje', 'homo', 'flikkeren']",0.9494424190759884,0.8424867291517517,0.9005209942566178
850,gehandicapte,gehandicapten,eng-30-10158756-n,"['integratie', 'geestelijk', 'gehandicapt', 'voorziening', 'instelling', 'handicap', 'lichamelijk', 'zwaar', 'lichten', 'gehandicapte']",0.944045949833094,0.8380432459228813,0.931329846110354
866,gehandicapte,gehandicapte,eng-30-05689249-n,"['onwenselijk', 'omstandigheid', 'doelen', 'probleem', 'barrière', 'hinderpaal', 'beletsel', 'gehandicapt', 'struikelblok', 'sporter', 'obstakel', 'staat', 'bezwaren', 'hobbelen', 'hindernis', 'weg', 'bereik', 'belemmering', 'struikelsteen', 'drempel', 'remmen', 'verhinderen', 'geldgebrek', 'hinderen', 'handicap', 'groot', 'verhindering', 'belemmeren']",0.8710452152525254,0.7931299542457656,0.8805534023606292
868,gehandicapte,gehandicapte,odwn-10-104805949-n,"['gehandicapt', 'lichamelijk', 'voorziening', 'invalide']",0.8522095848217662,0.7700113568037329,0.8383402053644907
861,gehandicapte,gehandicapten,eng-30-05139094-n,"['tekort', 'gebieden', 'feil', 'schieten', 'slechte', 'zwakheid', 'hoedanigheid', 'zwakte', 'onvolkomenheid', 'oogzorg', 'gehandicapte', 'ondeugend', 'gevoelig', 'fout', 'makkelijk', 'eigenschap', 'gebrek', 'waarop', 'moreel', 'tekortkoming', 'zwak']",0.7969360353772047,0.8107188222686681,0.8274315579889333
860,gehandicapte,gehandicapten,odwn-10-103405559-n,"['schipperskind', 'gehandicapte', 'verzorging', 'gezinsvervangend', 'inrichting', 'verstandelijk', 'tehuis']",0.7899027815418399,0.7091596292937763,0.782439575927418
859,gehandicapte,gehandicapten,odwn-10-102949140-n,"['binnen', 'open', 'vereniging', 'sfeer', 'gehandicapte', 'persoonlijk', 'dierenbescherming', 'organisatie']",0.7765888835969598,0.6526859660968432,0.7687865029857128
855,gehandicapte,gehandicapten,invalidentoilet-n-1,"['vasthouden', 'beugel', 'waaraan', 'voorzien', 'kunnen', 'meestal', 'extra', 'toilet', 'invalidentoilet', 'gehandicapte']",0.7587885827276662,0.6152107329743352,0.7440304175739174
854,gehandicapte,gehandicapten,informatiefolder-n-1,"['informatie', 'informatiefolder', 'koophuis', 'verspreiden', 'folder', 'nieuw', 'gehandicapte', 'vervoeren', 'aangepast']",0.7234909480943323,0.5606330962289962,0.702696632314316
857,gehandicapte,gehandicapten,eng-30-02437707-v,"['zuster', 'zorg', 'stad', 'erbarmen', 'weeskind', 'gehandicapte', 'ontfermen']",0.6351612955571723,0.5510509343612255,0.6315088358168974
869,gehandicapte,gehandicapte,eng-30-10352299-n,"['diner', 'ander', 'elk', 'heer', 'gebuur', 'tafelheer', 'gehandicapt', 'ziek', 'buurman', 'zitten', 'evenmens', 'vrouw', 'dame', 'naasten', 'buur', 'aanwonenden', 'tafeldame', 'nevenman', 'buurvrouw', 'medemens', 'mens', 'buuf', 'man', 'nabuur']",0.5404781672045698,0.4956308240385228,0.5447413185440864
677,gekleurd,gekleurde,streep-n-2,"['gekleurde', 'binnen', 'laten', 'trui', 'streep', 'blond', 'kier', 'witten', 'strepen', 'vallen', 'luchten', 'lichten', 'stroken', 'vliegtuig', 'donker', 'smal', 'achter']",0.7567158681257212,0.7162928993557799,0.7253622231666385
688,gekleurd,gekleurd,eng-30-14881303-n,"['roken', 'inmiddels', 'komkommer', 'dubbel', 'stoffen', 'afblazen', 'kleuren', 'kweken', 'matten', 'doorzichtig', 'harden', 'glas', 'gieten', 'veel', 'lood', 'huizen', 'tinten', 'achter']",0.7342012116146691,0.7821290215761274,0.7724223902387884
671,gekleurd,gekleurde,odwn-10-100117009-n,"['gekleurde', 'plaatsen', 'plaat', 'opening', 'waarin', 'oranje', 'seinarm', 'ruien', 'bril', 'zitten']",0.7303335782020844,0.7058430348015616,0.7219701178590464
689,gekleurd,gekleurd,odwn-10-101073990-n,"['kleuren', 'afvalbak', 'witten', 'glas', 'glasbak', 'brengen']",0.6819223544847473,0.6723024616044432,0.6724899296988737
692,gekleurd,gekleurd,eng-30-03648219-n,"['wasgoed', 'was', 'kleuren', 'witten', 'goed']",0.662674036137626,0.6481158567537804,0.6547423471915369
678,gekleurd,gekleurde,odwn-10-106133313-n,"['vaan', 'doeken', 'symbool', 'gekleurde']",0.6489141977980899,0.6274079885125706,0.642437416738319
675,gekleurd,gekleurde,odwn-10-106678037-n,"['ogen', 'gekleurde', 'vlies', 'regenboogvlies', 'pupil']",0.6461238228565339,0.600262453894977,0.6202447494662195
687,gekleurd,gekleurd,odwn-10-104127784-n,"['plaats', 'laten', 'textiel', 'container', 'kleuren', 'afvalbak', 'gooien', 'glas']",0.6280011665275659,0.6397475515881651,0.6411066443269762
676,gekleurd,gekleurde,eng-30-04589745-n,"['stuk', 'gekleurde', 'ruit', 'zit', 'vensterglas', 'plaatsen', 'plaat', 'voordeur', 'ruitje', 'glas', 'klein', 'venster', 'drie', 'vensterruit', 'ruien']",0.6169347663946032,0.5889310468893166,0.5967023524651629
693,gekleurd,gekleurd,waterorgel-n-2,"['waterorgel', 'kleuren', 'fontein', 'lichten', 'muziek']",0.5974538243156174,0.6580839791459187,0.6565263739421574
321,halfbloed,halfbloed,eng-30-10157549-n,"['persoon', 'kleurling', 'afkomst', 'verschillende', 'ras', 'kind', 'halfbloed', 'gemengd']",1.0,0.8154413454705235,0.9439209207340228
320,halfbloed,halfbloed,eng-30-10157378-n,"['kleurling', 'halfbloed']",0.7396366314104567,0.6426709839623441,0.7389217578732724
319,halfbloed,halfbloed,eng-30-01327322-n,"['kruising', 'hybride', 'halfbloed', 'kruisen']",0.5075038679479033,0.5744533403988269,0.5733917819739839
318,halfbloed,halfbloed,eng-30-09638454-n,"['mulattin', 'halfbloed', 'mulat']",0.4898496197935002,0.3987289119635126,0.4716494928488656
17,handicap,handicap,eng-30-14052403-n,"['zit', 'aandoening', 'organiseren', 'verstandelijk', 'zeilvakanties', 'rolstoel', 'ongemak', 'invaliditeit', 'onvolkomenheid', 'wij', 'bepalen', 'lichaamsdeel', 'lichamelijk', 'zwaar', 'lichten', 'actief', 'mentaal', 'ziekte', 'lasten', 'gebrek', 'geven', 'fysiek', 'affectie', 'handicap', 'mens', 'gebrekkigheid']",0.9968686302376156,0.8311645972796541,0.9852212738898936
21,handicap,handicap,eng-30-10158756-n,"['integratie', 'geestelijk', 'gehandicapt', 'voorziening', 'instelling', 'handicap', 'lichamelijk', 'zwaar', 'lichten', 'gehandicapte']",0.9062324325828554,0.8380432459228813,0.9075582421762394
29,handicap,handicap,odwn-10-107547362-n,"['invaliditeit', 'gevolg', 'mens', 'lichamelijk', 'arbeidsongeschikt', 'blijvende', 'handicap', 'ziekte']",0.892611002216236,0.8375374716102935,0.9001318064407011
15,handicap,handicap,eng-30-14548343-n,"['gebrek', 'invaliditeit', 'arbeidsongeschiktheid', 'lichaamsgebrek', 'handicap', 'onbekwaamheid', 'werken', 'ziekte']",0.879689368981652,0.8447913518554194,0.8822150221377595
16,handicap,handicap,odwn-10-101168606-n,"['ongemak', 'handicap', 'gebrekkigheid']",0.8579199284608119,0.8115147067649161,0.8530853017779314
18,handicap,handicap,eng-30-05689249-n,"['onwenselijk', 'omstandigheid', 'doelen', 'probleem', 'barrière', 'hinderpaal', 'beletsel', 'gehandicapt', 'struikelblok', 'sporter', 'obstakel', 'staat', 'bezwaren', 'hobbelen', 'hindernis', 'weg', 'bereik', 'belemmering', 'struikelsteen', 'drempel', 'remmen', 'verhinderen', 'geldgebrek', 'hinderen', 'handicap', 'groot', 'verhindering', 'belemmeren']",0.8505832604933098,0.7931299542457656,0.8590019536747385
14,handicap,handicaps,eng-30-00849080-v,"['ons', 'mee', 'spotten', 'acteur', 'daarmee', 'handicap', 'vallen', 'uiterlijkheid', 'belachelijk', 'vooroordeel', 'maken', 'voorstelling', 'dagelijks']",0.8126042656793347,0.7147804120318599,0.8190717894772461
20,handicap,handicap,odwn-10-108706678-v,"['opkomen', 'onvermijdelijk', 'pik', 'mee', 'oud', 'ergens', 'grof', 'accepteren', 'akkoord', 'slikken', 'goedvinden', 'nemen', 'moeilijk', 'fysiek', 'handicap', 'vreten', 'aanvaarden', 'jouwen', 'talen', 'gaan']",0.7552576460550435,0.6707349582201899,0.7651421877622153
19,handicap,handicap,handicap-n-3,"['handicap', 'achterstand', 'geven', 'wedstrijd']",0.7529654026356234,0.7064671467483781,0.7564374728881416
147,hermafrodiet,hermafrodiet,odwn-10-108184026-n,"['hermafrodiet', 'tweeslachtig']",0.7498148027108044,0.6456141474919678,0.7330923408527649
146,hermafrodiet,hermafrodiet,eng-30-10172080-n,['hermafrodiet'],0.5142227286012977,0.41503301275473775,0.471332294614925
48,homo,homo,eng-30-10076033-n,"['homoseksueel', 'utrechtenaar', 'poten', 'reetkever', 'nicht', 'vuil', 'homofiel', 'man', 'holtor', 'homo', 'mietje', 'flikkeren']",0.8767138107760716,0.6858987922134563,0.7555700411014581
38,homo,homo's,eng-30-10182913-n,"['reetkever', 'homofiel', 'mietje', 'poten', 'nicht', 'sodemieter', 'staat', 'weren', 'einde', 'toe', 'persoon', 'tussen', 'flikkeren', 'lesbo', 'holtor', 'homo', 'president', 'leeg', 'wetten', 'homoseksueel', 'geïnverteerde', 'bruinwerker', 'huwelijk', 'sodemiet', 'gay', 'maken']",0.7820919632459221,0.8680842197581135,0.8639583095318211
42,homo,homo's,eng-30-10254965-n,"['potten', 'vrouw', 'schuurmeid', 'lesbisch', 'lesbo', 'tribade', 'lesbienne', 'homo']",0.7785986584999963,0.5850542137001216,0.5788059849663563
