,term,hit_id,bow,cs_rm,cs_wm,cs_rm_wm
1966,achterlijkheid,300189309.0,"['belemmering', 'vermogen', 'duidelijk', 'jong', 'liggen', 'zwakbegaafdheid', 'zien', 'verstandelijk', 'leeftijd', 'meestal', 'achterlijkheid', 'aanpassing', 'volwassenheid', 'maatschappij', 'gemiddeld']",0.90015940156365,0.5537039644677223,0.8735403480829261
1970,achterlijks,,,,,
1963,achterlijkst,,,,,
1964,achterlijkste,,,,,
452,afkomst,300016928.0,"['cochise', 'afstammeling', 'hohokam', 'constructie', 'stijl', 'aardewerk', 'bovendien', 'mexico', 'flat', 'vroeg', 'versiering', 'ander', 'geloof', 'pima', 'mozaïek', 'schelp', 'rond', 'volk', 'kleibeeldjes', 'gebeuren', 'hohakam', 'midden', 'zoals', 'oneens', 'bovengronds', 'ontstaan', 'afkomstig', 'maken', 'geglazuurd', 'papago', 'boeren', 'permanent', 'komen', 'eeuw', 'nakomeling', 'achtig', 'vraag', 'specialist', 'jaar', 'huidig', 'zullen', 'klei', 'woestijn', 'chr', 'verwijzen', 'kunstvoorwerp', 'ornament', 'specifiek', 'verlaten', 'voornamelijk', 'pas', 'voorkomen', 'kuilwoning', 'cultuur', 'sonoran', 'opmerkelijk', 'werktuig', 'zuidwesten', 'grijze', 'arizona', 'afkomst', 'irrigatie', 'ijzerrood', 'sommige', 'zuiden', 'gebruik', 'gebieden', 'gaan', 'californië', 'ervan', 'golfen', 'nederzetting', 'één']",0.8917185614078523,0.7180519074955747,0.8994430048565477
445,afkomst,300016575.0,"['bondelswarts', 'europees', 'oorlams', 'hottentot', 'groep', 'rooinasie', 'lang', 'gemengd', 'aantreffen', 'volk', 'achterland', 'verschil', 'reservaat', 'postuur', 'enige', 'amraal', 'laat', 'hoofd', 'khoikhoi', 'veel', 'topnaars', 'wijs', 'duidelijk', 'witbooi', 'leven', 'verwijzen', 'namibië', 'gebied', 'kaapse', 'ontdekkingsreiziger', 'naam', 'daarnaast', 'cultuur', 'tussen', 'afrika', 'berseba', 'zuidelijk', 'zuid', 'nama', 'bethanie', 'afkomst', 'groot', 'smal', 'san', 'verwantschap', 'lichamelijk', 'onmiskenbaar', 'swartboois', 'één', 'nederzetting', 'officieel']",0.879686512939051,0.7355869485722173,0.8931139786515104
455,afkomst,300198715.0,"['afstammeling', 'stijl', 'europees', 'vroeg', 'caribisch', 'louisiana', 'periode', 'aziatisch', 'mengtaal', 'overwegend', 'tegenstrijdig', 'frans', 'soort', 'spreken', 'indische', 'indiaan', 'vaak', 'bevolkingsgroep', 'inbegrip', 'zien', 'verwijzen', 'verenigen', 'betekenis', 'algemeen', 'daarbij', 'welk', 'worden', 'regio', 'positie', 'element', 'latijns', 'context', 'spanje', 'zinnen', 'blanke', 'creools', 'zelfs', 'blank', 'zwarte', 'eiland', 'kolonist', 'spaans', 'bewoner', 'verschillende', 'gebied', 'cultuur', 'fransman', 'afstammen', 'zuid', 'term', 'beide', 'afkomst', 'oorspronkelijk', 'familie', 'hebben', 'wel', 'europa', 'traditie', 'onderscheiding', 'mens', 'slaaf', 'noord', 'binnen', 'meestal', 'komen', 'eeuw', 'mulat', 'per', 'nabijgelegen', 'te', 'geboren', 'gebieden', 'genaturaliseerd', 'algemene', 'maatschappelijk', 'oud', 'west', 'rechtstreeks', 'overbrengen', 'amerika', 'ouder', 'achtergrond', 'taalgebruik', 'produceren', 'moderne', 'verschillen', 'specifiek', 'franstalig', 'afrika', 'afrikaanse', 'staat', 'amerikaans', 'daarnaast']",0.8792888172069963,0.7001962011558989,0.8864383365666801
458,afkomst,300387448.0,"['gemeenschap', 'geboren', 'hybride', 'afkomst', 'buitenlands', 'ontstaan', 'peranakan', 'verwijzen', 'gemengd', 'meestal', 'halverwege', 'eeuw', 'persoon', 'cultuur', 'indonesië', 'chinezen', 'indonesische']",0.8784555989025256,0.6212233167272261,0.8696090354585586
446,afkomst,300021550.0,"['vormen', 'wereld', 'stijl', 'sekte', 'werken', 'tegenwoordig', 'berberdynastie', 'kenmerken', 'staan', 'elegant', 'maken', 'strijden', 'hellenistisch', 'velen', 'laat', 'daarvan', 'dochter', 'bekennen', 'vaak', 'behoren', 'decoratie', 'verwijzen', 'zien', 'akmar', 'koefisch', 'fatima', 'macht', 'patroon', 'getuigen', 'vorm', 'kunstenaar', 'glas', 'worden', 'bladvormig', 'gebruik', 'gaan', 'tussen', 'internationaal', 'aangaan', 'overnemen', 'naturalisme', 'boekillustratie', 'representatie', 'vanuit', 'keramiek', 'ornamentatie', 'fatimidisch', 'islamitisch', 'moskee', 'bloemelementen', 'pracht', 'tunesië', 'idee', 'rivaal', 'baseren', 'gebouw', 'kruisvaarder', 'oneindig', 'beeldhouwen', 'figuratief', 'veel', 'versieren', 'iconografie', 'twee', 'caïro', 'schrift', 'centrum', 'mohammed', 'nieuw', 'brug', 'inscriptie', 'afkomst', 'sommige', 'textielontwerp', 'ongepast', 'hebben', 'plaats', 'noorden', 'regeren', 'ongeëvenaard', 'kunst', 'westen', 'traditie', 'ontwerp', 'shi', 'oosten', 'bewaren', 'paleis', 'ontwikkelen', 'mediterraan', 'architectuur', 'slaan', 'belangstellend', 'tulunids', 'ivoorsnijwerk', 'systeem', 'lineair', 'houten', 'hoewel', 'abstractie', 'verkennen', 'fatimids', 'waarmee', 'erfenis', 'naam', 'abstract', 'gewoonlijk', 'vervangen', 'fatimid', 'abbasid', 'religieus', 'oudheid', 'gebieden', 'irak', 'voorzien', 'tritonshoornschelpmotief', 'krachtig', 'façade', 'ifriqiya', 'open', 'blijven', 'karakteristiek', 'christelijk', 'techniek', 'zoals', 'schilderkunst', 'verbinden', 'karakter', 'graag', 'eveneens', 'verhalen', 'succesvol', 'vanwege', 'hofkunst', 'ontwikkeling', 'egypte', 'evident', 'dezelfde', 'opmerkelijk', 'moeten', 'populair', 'schatplichtig', 'contemporain', 'tegelijk', 'materiaal', 'terug', 'stond', 'belangstelling', 'daarnaast']",0.8735418455039651,0.6927920312020632,0.8805128329680383
467,afkomst,300386795.0,"['vormen', 'naziregime', 'stijl', 'eeuws', 'joseph', 'inferioriteit', 'ander', 'oud', 'herkomst', 'ras', 'mens', 'blank', 'ontstaan', 'idee', 'duitsland', 'betrekking', 'waar', 'geschrift', 'volgens', 'bewoner', 'zien', 'verwijzen', 'horen', 'naam', 'arisch', 'beïnvloeden', 'afkomst', 'gobineau', 'arthur', 'hen', 'sommige', 'nazi', 'duits', 'joods', 'land']",0.8720658181593377,0.7134436161790024,0.8818587083309386
469,afkomst,300262022.0,"['wereld', 'hybriditeit', 'context', 'groep', 'gemengd', 'voortkomen', 'kolonisator', 'maatschappelijk', 'mens', 'hybride', 'ontmoeting', 'twee', 'bewoner', 'verschillende', 'identiteit', 'activiteit', 'vaak', 'derde', 'cultureel', 'cultuur', 'interactie', 'algemeen', 'westers', 'voormalig', 'afkomst', 'toestand', 'verwesteren', 'individu', 'gebruik', 'tegenover', 'kolonie', 'samenleving', 'creatief', 'tussen']",0.8711673201829256,0.6216635025455138,0.8661834884802234
450,afkomst,300027015.0,"['nakomelingschap', 'opsomming', 'afstammeling', 'genealogie', 'mens', 'afkomst', 'beginnende', 'voorouder', 'groep', 'verslaan', 'geslachtslijst', 'familie', 'persoon', 'verhalen', 'volgorde', 'gemeenschappelijk', 'één']",0.8690782045580655,0.6197022411200079,0.8623018094250128
